"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2481705","Kunsoo  Han and Sunil  Mithas","","","","Information Technology Outsourcing and non-IT Operating Costs: An Empirical Investigation","315--331","","17","IT expenditures, IT governance, IT human capital, IT impacts, IT labor, IT outsourcing, IT services, business value of IT, information technology, non-IT operating costs","10.25300/MISQ/2013/37.1.14","MIS Q.","March 2013","37","1","","March","2013","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","272098","James L. McKenney and Richard O. Mason and Duncan G. Copeland","","","","Bank of America: The Crest and Trough of Technological Leadership","321--353","","33","IS characteristics, IS implementation, IS project management, computer systems, economic environment, history of IS, management theory, organizational us of IS, task characteristics","10.2307/249500","MIS Q.","Sept. 1997","21","3","","September","1997","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","119631","Dennis A. Adams and R. Ryan Nelson and Peter A. Todd","","","","Perceived Usefulness, Ease of Use, and Usage of Information Technology: A Replication","227--247","","21","","10.2307/249577","MIS Q.","June 1992","16","2","","June","1992","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","306685","Detmar W. Straub and Richard J. Welke","","","","Coping with Systems Risk: Security Planning Models for Management Decision Making","441--469","","29","action research, information security planning, security awareness training, systems security risk","10.2307/249551","MIS Q.","Dec. 1998","22","4","","December","1998","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2600522","Tracy Ann Sykes and Viswanath  Venkatesh and Jonathan L. Johnson","","","","Enterprise System Implementation and Employee: Understanding the Role of Advice Networks","51--72","","22","enterprise system implementation, get-advice, give-advice, job performance, social networks","10.25300/MISQ/2014/38.1.03","MIS Q.","March 2014","38","1","","March","2014","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","252708","Kay M. Nelson and Jay G. Cooprider","","","","The Contribution of Shared Knowledge to IS Group Performance","409--432","","24","IS group performance, IS-user interaction, influence, shared knowledge, trust","10.2307/249562","MIS Q.","Dec. 1996","20","4","","December","1996","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2638652","Juhee  Kwon and M. Eric Johnson","","","","Proactive Versus Reactive Security Investments in the Healthcare Sector","451--472","","22","healthcare, organizational learning, proactive, reactive, security investment","10.25300/MISQ/2014/38.2.06","MIS Q.","June 2014","38","2","","June","2014","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2638648","Zachary R. Steelman and Bryan I. Hammer and Moez  Limayem","","","","Data Collection in the Digital Age: Innovative Alternatives to Student Samples","355--378","","24","crowdsourcing, crowdsourcing market, data collection, online research, sampling","10.25300/MISQ/2014/38.2.02","MIS Q.","June 2014","38","2","","June","2014","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2208948","Kyle B. Murray and Gerald  H&#228;ubl","","","","Freedom of Choice, Ease of Use, and the Formation of Interface Preferences","955--976","","22","consumer choice, ease of use, human capital, interface preferences, psychological reactance, psychological theory, usability, user based learning, user skills","","MIS Q.","December 2011","35","4","","December","2011","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2871295","Mark  Aakhus and P&#228;r J. &#197;gerfalk and Kalle  Lyytinen and Dov  Te'eni","","","","Symbolic Action Research in Information Systems: Introduction to the Special Issue","1187--1200","","14","collaboration, communication, design, information system, research methods, semiotics, speech act, symbol action, symbolic action","10.25300/MISQ/2014/38:4.3","MIS Q.","December 2014","38","4","","December","2014","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017478","Allen C. Johnston and Merrill  Warkentin","","","","Fear Appeals and Information Security Behaviors: An Empirical Study","549--566","","18","coping appraisal, countermeasures, fear appeals, information assurance, information security, persuasive communication, protection motivation theory, threat appraisal","","MIS Q.","September 2010","34","3","","September","2010","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017395","Alan R. Dennis and Robert M. Fuller and Joseph S. Valacich","","","","Media, Tasks, and Communication Processes: A Theory of Media Synchronicity","575--600","","26","collaboration technology, communication, convergence, conveyance, media capabilities, media richness, media theory","","MIS Q.","September 2008","32","3","","September","2008","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017252","Atreyi  Kankanhalli and Bernard  Tan and Kwok-Kee  Wei","","","","Contributing Knowledge to Electronic Knowledge Repositories: An Empirical Investigation","113--143","","31","electronic knowledge repositories, knowledge contribution, knowledge management, social capital, social exchange","","MIS Q.","March 2005","29","1","","March","2005","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017295","Viswanath  Venkatesh and V.  Ramesh","","","","Web and Wireless Site Usability: Understanding Differences and Modeling Use","181--206","","26","modeling, usability guidelines, wireless","","MIS Q.","March 2006","30","1","","March","2006","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017505","John  Mingers and Geoff  Walsham","","","","Toward Ethical Information Systems: The Contribution of Discourse Ethics","833--854","","22","deliberative democracy, discourse ethics, ethical theories, ethics and IS, habermas, soft systems methodology","","MIS Q.","Decenber 2010","34","4","","December","2010","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
